Zip,Zip Code Type,City,state,county,area_codes,Latitude,Longitude,Population
39073,STANDARD,Florence,MS,Rankin County,601,32.15,-90.12,15468
39074,STANDARD,Forest,MS,Scott County,"601,769",32.35,-89.47,10722
39078,STANDARD,Georgetown,MS,Copiah County,601,31.86,-90.16,615
39079,STANDARD,Goodman,MS,Holmes County,662,32.96,-89.91,1308
39082,STANDARD,Harrisville,MS,Simpson County,601,31.96,-90.09,1038
39083,STANDARD,Hazlehurst,MS,Copiah County,"601,769",31.86,-90.39,7946
39086,STANDARD,Hermanville,MS,Claiborne County,601,32.02,-90.8,1808
39088,STANDARD,Holly Bluff,MS,Yazoo County,662,32.83,-90.69,0
39090,STANDARD,Kosciusko,MS,Attala County,662,33.05,-89.58,9789
39092,STANDARD,Lake,MS,Scott County,"601,769",32.34,-89.32,2446
39094,STANDARD,Lena,MS,Scott County,601,32.59,-89.59,2813
39095,STANDARD,Lexington,MS,Holmes County,662,33.11,-90.04,5211
39096,STANDARD,Lorman,MS,Jefferson County,601,31.81,-91.19,1507
39097,STANDARD,Louise,MS,Humphreys County,662,32.98,-90.59,631
39108,STANDARD,Mc Cool,MS,Attala County,662,33.16,-89.33,1399
39110,STANDARD,Madison,MS,Madison County,"601,769",32.45,-90.1,30789
39111,STANDARD,Magee,MS,Simpson County,601,31.87,-89.73,7398
39114,STANDARD,Mendenhall,MS,Simpson County,601,31.96,-89.86,7230
39116,STANDARD,Mize,MS,Smith County,601,31.86,-89.55,1899
39117,STANDARD,Morton,MS,Scott County,601,32.35,-89.65,7390
39119,STANDARD,Mount Olive,MS,Covington County,"601,769",31.75,-89.65,4137
39120,STANDARD,Natchez,MS,Adams County,"601,769",31.54,-91.38,20822
39140,STANDARD,Newhebron,MS,Lawrence County,601,31.72,-90.04,1745
39144,STANDARD,Pattison,MS,Claiborne County,601,31.85,-90.8,1087
39145,STANDARD,Pelahatchie,MS,Rankin County,601,32.31,-89.8,4171
39146,STANDARD,Pickens,MS,Holmes County,662,32.89,-89.96,2195
39149,STANDARD,Pinola,MS,Simpson County,601,31.82,-90.02,1220
39150,STANDARD,Port Gibson,MS,Claiborne County,601,31.95,-90.98,4569
39152,STANDARD,Pulaski,MS,Scott County,601,32.27,-89.63,945
39153,STANDARD,Raleigh,MS,Smith County,601,32.03,-89.52,2756
39154,STANDARD,Raymond,MS,Hinds County,601,32.26,-90.42,7133
39156,STANDARD,Redwood,MS,Warren County,601,32.5,-90.79,578
39157,STANDARD,Ridgeland,MS,Madison County,601,32.42,-90.13,18046
39159,STANDARD,Rolling Fork,MS,Sharkey County,662,32.9,-90.87,2177
39160,STANDARD,Sallis,MS,Attala County,662,33.02,-89.76,2102
39162,STANDARD,Satartia,MS,Yazoo County,662,32.67,-90.54,0
39166,STANDARD,Silver City,MS,Humphreys County,,33.09,-90.49,0
39168,STANDARD,Taylorsville,MS,Smith County,"601,769",31.83,-89.43,5086
39169,STANDARD,Tchula,MS,Holmes County,662,33.18,-90.22,2222
39170,STANDARD,Terry,MS,Hinds County,"601,769",32.1,-90.29,8155
39173,STANDARD,Tinsley,MS,Yazoo County,662,32.77,-90.43,0
39175,STANDARD,Utica,MS,Hinds County,"601,769",32.1,-90.62,3952
39176,STANDARD,Vaiden,MS,Carroll County,662,33.33,-89.75,1530
39179,STANDARD,Vaughan,MS,Yazoo County,662,32.81,-90.09,843
39180,STANDARD,Vicksburg,MS,Warren County,"601,769",32.32,-90.87,25610
39183,STANDARD,Vicksburg,MS,Warren County,"769,601",32.32,-90.87,12027
39189,STANDARD,Walnut Grove,MS,Leake County,601,32.59,-89.45,2605
39191,STANDARD,Wesson,MS,Copiah County,601,31.7,-90.39,6048
39192,STANDARD,West,MS,Holmes County,662,33.19,-89.78,1261
39194,STANDARD,Yazoo City,MS,Yazoo County,662,32.86,-90.4,12017
39201,STANDARD,Jackson,MS,Hinds County,"769,601",32.32,-90.2,407
39202,STANDARD,Jackson,MS,Hinds County,"601,769",32.32,-90.2,5162
39203,STANDARD,Jackson,MS,Hinds County,"601,769",32.32,-90.2,3973
39204,STANDARD,Jackson,MS,Hinds County,601,32.32,-90.2,12836
39206,STANDARD,Jackson,MS,Hinds County,601,32.32,-90.2,19006
39208,STANDARD,Pearl,MS,Rankin County,601,32.32,-90.2,21916
39209,STANDARD,Jackson,MS,Hinds County,601,32.32,-90.2,21859
39211,STANDARD,Jackson,MS,Hinds County,601,32.32,-90.2,18806
39212,STANDARD,Jackson,MS,Hinds County,601,32.32,-90.2,24414
39213,STANDARD,Jackson,MS,Hinds County,601,32.32,-90.2,17191
39216,STANDARD,Jackson,MS,Hinds County,601,32.32,-90.2,2521
39218,STANDARD,Richland,MS,Rankin County,601,32.32,-90.2,5496
39232,STANDARD,Flowood,MS,Rankin County,601,32.32,-90.2,5340
39269,STANDARD,Jackson,MS,Hinds County,"601,769",32.32,-90.2,0
39272,STANDARD,Byram,MS,Hinds County,601,32.32,-90.2,10412
39301,STANDARD,Meridian,MS,Lauderdale County,601,32.38,-88.71,18824
39305,STANDARD,Meridian,MS,Lauderdale County,"769,601",32.38,-88.71,15228
39307,STANDARD,Meridian,MS,Lauderdale County,601,32.38,-88.71,11208
39320,STANDARD,Bailey,MS,Lauderdale County,"601,769",32.48,-88.69,1483
39322,STANDARD,Buckatunna,MS,Wayne County,601,31.53,-88.52,1487
39323,STANDARD,Chunky,MS,Newton County,"601,769",32.32,-88.92,988
39325,STANDARD,Collinsville,MS,Lauderdale County,"601,769",32.49,-88.84,4923
39326,STANDARD,Daleville,MS,Lauderdale County,601,32.54,-88.67,571
39327,STANDARD,Decatur,MS,Newton County,601,32.43,-89.11,3078
39328,STANDARD,De Kalb,MS,Kemper County,"662,601,769",32.76,-88.65,3501
39330,STANDARD,Enterprise,MS,Clarke County,601,32.17,-88.81,2169
39332,STANDARD,Hickory,MS,Newton County,601,32.31,-89.02,1412
39335,STANDARD,Lauderdale,MS,Lauderdale County,601,32.52,-88.46,2536
39336,STANDARD,Lawrence,MS,Newton County,601,32.27,-89.28,1127
39337,STANDARD,Little Rock,MS,Newton County,"769,601",32.53,-89.18,1431
39338,STANDARD,Louin,MS,Jasper County,601,32.07,-89.26,2344
39339,STANDARD,Louisville,MS,Winston County,662,33.12,-89.05,11855
39341,STANDARD,Macon,MS,Noxubee County,662,33.11,-88.56,5664
39342,STANDARD,Marion,MS,Lauderdale County,"601,769",32.42,-88.64,1300
39345,STANDARD,Newton,MS,Newton County,601,32.31,-89.15,4909
39346,STANDARD,Noxapater,MS,Winston County,"601,769,662",32.99,-89.06,1716
39347,STANDARD,Pachuta,MS,Clarke County,601,32.04,-88.88,1142
39348,STANDARD,Paulding,MS,Jasper County,601,32,-89.07,0
39350,STANDARD,Philadelphia,MS,Neshoba County,"601,769",32.77,-89.1,19037
39352,STANDARD,Porterville,MS,Kemper County,"601,662",32.65,-88.48,639
39354,STANDARD,Preston,MS,Kemper County,601,32.85,-88.8,1372
39355,STANDARD,Quitman,MS,Clarke County,601,32.04,-88.72,5371
39356,STANDARD,Rose Hill,MS,Jasper County,601,32.13,-89.01,583
39358,STANDARD,Scooba,MS,Kemper County,"601,662",32.83,-88.47,1132
39360,STANDARD,Shubuta,MS,Clarke County,601,31.86,-88.7,3048
39361,STANDARD,Shuqualak,MS,Noxubee County,662,32.97,-88.56,1133
39362,STANDARD,State Line,MS,Greene County,601,31.43,-88.47,2025
39363,STANDARD,Stonewall,MS,Clarke County,601,32.13,-88.79,1355
39364,STANDARD,Toomsuba,MS,Lauderdale County,601,32.43,-88.46,2351
39365,STANDARD,Union,MS,Newton County,"601,769",32.57,-89.11,5667
39366,STANDARD,Vossburg,MS,Jasper County,601,31.98,-88.96,1094
39367,STANDARD,Waynesboro,MS,Wayne County,601,31.67,-88.64,11551
39401,STANDARD,Hattiesburg,MS,Forrest County,"601,769",31.31,-89.3,27486
39402,STANDARD,Hattiesburg,MS,Lamar County,"769,601",31.31,-89.3,27793
39421,STANDARD,Bassfield,MS,Jefferson Davis County,601,31.49,-89.74,2545
39422,STANDARD,Bay Springs,MS,Jasper County,"601,769",31.98,-89.28,4491
39423,STANDARD,Beaumont,MS,Perry County,"601,769",31.17,-88.92,1960
39425,STANDARD,Brooklyn,MS,Forrest County,601,30.98,-89.23,1317
39426,STANDARD,Carriere,MS,Pearl River County,601,30.6,-89.56,11857
39427,STANDARD,Carson,MS,Jefferson Davis County,601,31.55,-89.78,962
39428,STANDARD,Collins,MS,Covington County,"601,769",31.63,-89.55,7305
39429,STANDARD,Columbia,MS,Marion County,601,31.25,-89.82,12877
39437,STANDARD,Ellisville,MS,Jones County,601,31.59,-89.2,8960
39439,STANDARD,Heidelberg,MS,Jasper County,"601,769",31.89,-88.98,3578
39440,STANDARD,Laurel,MS,Jones County,601,31.69,-89.14,13723
39443,STANDARD,Laurel,MS,Jones County,601,31.69,-89.14,17235
39451,STANDARD,Leakesville,MS,Greene County,"601,769",31.15,-88.55,3111
39452,STANDARD,Lucedale,MS,George County,"228,601",30.92,-88.59,19596
39455,STANDARD,Lumberton,MS,Lamar County,"601,769",31,-89.45,6728
39456,STANDARD,Mc Lain,MS,Greene County,"601,769",31.05,-88.8,1156
39459,STANDARD,Moselle,MS,Jones County,601,31.48,-89.32,2523
39461,STANDARD,Neely,MS,Greene County,"601,769",31.16,-88.75,0
39462,STANDARD,New Augusta,MS,Perry County,601,31.2,-89.02,920
39464,STANDARD,Ovett,MS,Jones County,601,31.48,-89.03,1793
39465,STANDARD,Petal,MS,Forrest County,"769,601",31.34,-89.25,16917
39466,STANDARD,Picayune,MS,Pearl River County,"601,769",30.52,-89.67,19966
39470,STANDARD,Poplarville,MS,Pearl River County,601,30.83,-89.53,8656
39474,STANDARD,Prentiss,MS,Jefferson Davis County,601,31.59,-89.87,4780
39475,STANDARD,Purvis,MS,Lamar County,"601,769",31.14,-89.4,9441
39476,STANDARD,Richton,MS,Perry County,601,31.34,-88.94,5841
39478,STANDARD,Sandy Hook,MS,Walthall County,,31.03,-89.8,1593
39479,STANDARD,Seminary,MS,Covington County,601,31.55,-89.49,4385
39480,STANDARD,Soso,MS,Jones County,601,31.75,-89.27,2160
39481,STANDARD,Stringer,MS,Jasper County,601,31.84,-89.26,1345
39482,STANDARD,Sumrall,MS,Lamar County,"601,769",31.41,-89.54,7379
39483,STANDARD,Foxworth,MS,Marion County,601,31.27,-89.95,4727
39501,STANDARD,Gulfport,MS,Harrison County,228,30.38,-89.06,14519
39503,STANDARD,Gulfport,MS,Harrison County,228,30.38,-89.06,33916
39507,STANDARD,Gulfport,MS,Harrison County,228,30.38,-89.06,12140
39520,STANDARD,Bay Saint Louis,MS,Hancock County,228,30.32,-89.51,8359
39525,STANDARD,Diamondhead,MS,Hancock County,228,30.38,-89.36,6950
39530,STANDARD,Biloxi,MS,Harrison County,228,30.39,-88.88,5497
39531,STANDARD,Biloxi,MS,Harrison County,228,30.39,-88.88,12124
39532,STANDARD,Biloxi,MS,Harrison County,228,30.39,-88.88,24883
39540,STANDARD,Diberville,MS,Harrison County,228,30.44,-88.9,6371
39553,STANDARD,Gautier,MS,Jackson County,228,30.38,-88.63,13379
39556,STANDARD,Kiln,MS,Hancock County,228,30.41,-89.43,5321
39560,STANDARD,Long Beach,MS,Harrison County,228,30.36,-89.16,13545
39561,STANDARD,Mc Henry,MS,Stone County,601,30.69,-89.18,1331
39562,STANDARD,Moss Point,MS,Jackson County,228,30.42,-88.52,13059
39563,STANDARD,Moss Point,MS,Jackson County,228,30.42,-88.52,10216
39564,STANDARD,Ocean Springs,MS,Jackson County,228,30.4,-88.8,28673
39565,STANDARD,Vancleave,MS,Jackson County,228,30.4,-88.8,15113
39567,STANDARD,Pascagoula,MS,Jackson County,228,30.36,-88.54,7423
39571,STANDARD,Pass Christian,MS,Harrison County,228,30.31,-89.24,9818
39572,STANDARD,Pearlington,MS,Hancock County,228,30.24,-89.6,914
39573,STANDARD,Perkinston,MS,Stone County,601,30.78,-89.13,5897
39574,STANDARD,Saucier,MS,Harrison County,228,30.63,-89.13,10561
39576,STANDARD,Waveland,MS,Hancock County,228,30.28,-89.38,3797
39577,STANDARD,Wiggins,MS,Stone County,601,30.86,-89.13,7450
39581,STANDARD,Pascagoula,MS,Jackson County,228,30.36,-88.54,8759
39601,STANDARD,Brookhaven,MS,Lincoln County,601,31.58,-90.44,16719
39629,STANDARD,Bogue Chitto,MS,Lincoln County,601,31.43,-90.45,4790
39630,STANDARD,Bude,MS,Franklin County,601,31.46,-90.85,785
39631,STANDARD,Centreville,MS,Wilkinson County,601,31.08,-91.06,2627
39633,STANDARD,Crosby,MS,Wilkinson County,601,31.27,-91.06,732
39638,STANDARD,Gloster,MS,Amite County,"601,769",31.19,-91.01,2449
39641,STANDARD,Jayess,MS,Lawrence County,,31.41,-90.18,3282
39643,STANDARD,Kokomo,MS,Marion County,,31.17,-89.98,1005
39645,STANDARD,Liberty,MS,Amite County,601,31.16,-90.8,3881
39647,STANDARD,Mc Call Creek,MS,Franklin County,601,31.52,-90.76,871
39648,STANDARD,Mccomb,MS,Pike County,"601,769",31.24,-90.46,14847
39652,STANDARD,Magnolia,MS,Pike County,"601,769",31.15,-90.46,6103
39653,STANDARD,Meadville,MS,Franklin County,"601,769",31.47,-90.89,2285
39654,STANDARD,Monticello,MS,Lawrence County,601,31.55,-90.11,4746
39656,STANDARD,Oak Vale,MS,Lawrence County,601,31.44,-90,710
39657,STANDARD,Osyka,MS,Pike County,"601,769",31,-90.47,1819
39661,STANDARD,Roxie,MS,Franklin County,"769,601",31.5,-91.06,2149
39662,STANDARD,Ruth,MS,Lincoln County,601,31.37,-90.29,1002
39663,STANDARD,Silver Creek,MS,Lawrence County,"601,769",31.6,-90,2032
39664,STANDARD,Smithdale,MS,Amite County,601,31.33,-90.68,1622
39665,STANDARD,Sontag,MS,Lawrence County,601,31.65,-90.18,719
39666,STANDARD,Summit,MS,Pike County,601,31.28,-90.46,7553
39667,STANDARD,Tylertown,MS,Walthall County,601,31.11,-90.14,9415
39668,STANDARD,Union Church,MS,Jefferson County,601,31.7,-90.82,514
39669,STANDARD,Woodville,MS,Wilkinson County,"601,769",31.1,-91.29,4031
39701,STANDARD,Columbus,MS,Lowndes County,662,33.5,-88.4,9383
39702,STANDARD,Columbus,MS,Lowndes County,662,33.5,-88.4,16834
39705,STANDARD,Columbus,MS,Lowndes County,662,33.5,-88.4,11121
39730,STANDARD,Aberdeen,MS,Monroe County,662,33.82,-88.55,8894
39735,STANDARD,Ackerman,MS,Choctaw County,662,33.31,-89.17,2986
39737,STANDARD,Bellefontaine,MS,Webster County,662,33.64,-89.33,0
39739,STANDARD,Brooksville,MS,Noxubee County,662,33.23,-88.58,2385
39740,STANDARD,Caledonia,MS,Lowndes County,662,33.68,-88.32,4013
39741,STANDARD,Cedarbluff,MS,Clay County,662,33.61,-88.84,1188
39743,STANDARD,Crawford,MS,Lowndes County,662,33.3,-88.62,1616
39744,STANDARD,Eupora,MS,Webster County,662,33.54,-89.27,4472
39745,STANDARD,French Camp,MS,Choctaw County,662,33.29,-89.39,659
39746,STANDARD,Hamilton,MS,Monroe County,662,33.8,-88.43,2549
39747,STANDARD,Kilmichael,MS,Montgomery County,662,33.43,-89.56,1378
39750,STANDARD,Maben,MS,Webster County,662,33.55,-89.08,2204
39751,STANDARD,Mantee,MS,Webster County,662,33.68,-89.02,1045
39752,STANDARD,Mathiston,MS,Choctaw County,,33.53,-89.12,1857
39755,STANDARD,Pheba,MS,Clay County,662,33.59,-88.94,823
39756,STANDARD,Prairie,MS,Monroe County,662,33.8,-88.66,1593
39759,STANDARD,Starkville,MS,Oktibbeha County,662,33.45,-88.82,24708
39766,STANDARD,Steens,MS,Lowndes County,662,33.57,-88.31,2097
39767,STANDARD,Stewart,MS,Webster County,,33.53,-89.49,587
39769,STANDARD,Sturgis,MS,Oktibbeha County,662,33.34,-89.04,1386
39771,STANDARD,Walthall,MS,Webster County,662,33.6,-89.27,0
39772,STANDARD,Weir,MS,Choctaw County,662,33.26,-89.28,1351
39773,STANDARD,West Point,MS,Clay County,662,33.6,-88.64,12412
39776,STANDARD,Woodland,MS,Chickasaw County,662,33.78,-89.05,1325
39813,STANDARD,Arlington,GA,Calhoun County,229,31.41,-84.69,1543
39815,STANDARD,Attapulgus,GA,Decatur County,229,30.74,-84.47,1308
39817,STANDARD,Bainbridge,GA,Decatur County,229,30.9,-84.57,7751
39819,STANDARD,Bainbridge,GA,Decatur County,229,30.8,-84.5,7091
39823,STANDARD,Blakely,GA,Early County,229,31.33,-84.94,6661
39824,STANDARD,Bluffton,GA,Clay County,229,31.55,-84.86,0
39825,STANDARD,Brinson,GA,Decatur County,229,30.94,-84.71,1080
39826,STANDARD,Bronwood,GA,Terrell County,229,31.82,-84.32,583
39827,STANDARD,Cairo,GA,Grady County,229,30.97,-84.2,2670
39828,STANDARD,Cairo,GA,Grady County,229,30.87,-84.2,10863
39834,STANDARD,Climax,GA,Decatur County,229,30.89,-84.44,1709
39836,STANDARD,Coleman,GA,Randolph County,229,31.66,-84.87,0
39837,STANDARD,Colquitt,GA,Miller County,229,31.15,-84.67,4473
39840,STANDARD,Cuthbert,GA,Randolph County,229,31.77,-84.75,3778
39841,STANDARD,Damascus,GA,Early County,229,31.28,-84.67,733
39842,STANDARD,Dawson,GA,Terrell County,229,31.76,-84.44,6301
39845,STANDARD,Donalsonville,GA,Seminole County,229,31.04,-84.87,5868
39846,STANDARD,Edison,GA,Calhoun County,229,31.56,-84.73,1594
39851,STANDARD,Fort Gaines,GA,Clay County,229,31.61,-84.99,1556
39854,STANDARD,Georgetown,GA,Quitman County,229,31.85,-85.04,1708
39859,STANDARD,Iron City,GA,Seminole County,229,30.97,-84.8,977
39861,STANDARD,Jakin,GA,Early County,229,31.14,-85,706
39862,STANDARD,Leary,GA,Calhoun County,229,31.48,-84.5,992
39866,STANDARD,Morgan,GA,Calhoun County,229,31.55,-84.62,0
39867,STANDARD,Morris,GA,Quitman County,,31.82,-84.94,0
39870,STANDARD,Newton,GA,Baker County,229,31.3,-84.37,1796
39877,STANDARD,Parrott,GA,Terrell County,229,31.92,-84.49,0
39886,STANDARD,Shellman,GA,Randolph County,229,31.73,-84.6,1257
39897,STANDARD,Whigham,GA,Grady County,229,30.9,-84.32,2650
40003,STANDARD,Bagdad,KY,Shelby County,502,38.26,-85.05,1595
40004,STANDARD,Bardstown,KY,Nelson County,502,37.81,-85.46,22978
40006,STANDARD,Bedford,KY,Trimble County,502,38.59,-85.31,4106
40007,STANDARD,Bethlehem,KY,Henry County,502,38.4,-85.06,0
40008,STANDARD,Bloomfield,KY,Nelson County,"859,502",37.91,-85.31,3213
40009,STANDARD,Bradfordsville,KY,Marion County,270,37.49,-85.14,772
40010,STANDARD,Buckner,KY,Oldham County,502,38.38,-85.43,607
40011,STANDARD,Campbellsburg,KY,Henry County,502,38.52,-85.2,1999
40012,STANDARD,Chaplin,KY,Nelson County,502,37.9,-85.21,486
40013,STANDARD,Coxs Creek,KY,Nelson County,,37.9,-85.46,4534
40014,STANDARD,Crestwood,KY,Oldham County,502,38.33,-85.48,17121
40019,STANDARD,Eminence,KY,Henry County,502,38.36,-85.17,2816
40022,STANDARD,Finchville,KY,Shelby County,502,38.15,-85.31,839
40023,STANDARD,Fisherville,KY,Spencer County,502,38.16,-85.42,3733
40026,STANDARD,Goshen,KY,Oldham County,502,38.4,-85.59,4686
40031,STANDARD,La Grange,KY,Oldham County,502,38.4,-85.37,15818
40033,STANDARD,Lebanon,KY,Marion County,270,37.56,-85.25,9191
40036,STANDARD,Lockport,KY,Henry County,502,38.43,-84.98,0
40037,STANDARD,Loretto,KY,Marion County,270,37.63,-85.4,2278
40040,STANDARD,Mackville,KY,Washington County,859,37.73,-85.06,0
40045,STANDARD,Milton,KY,Trimble County,502,38.71,-85.37,2580
40046,STANDARD,Mount Eden,KY,Spencer County,502,38.03,-85.16,1428
40047,STANDARD,Mount Washington,KY,Bullitt County,502,38.04,-85.55,16308
40050,STANDARD,New Castle,KY,Henry County,502,38.43,-85.17,1297
40051,STANDARD,New Haven,KY,Nelson County,502,37.65,-85.58,3634
40052,STANDARD,New Hope,KY,Nelson County,,37.63,-85.51,478
40055,STANDARD,Pendleton,KY,Henry County,,38.48,-85.32,1699
40056,STANDARD,Pewee Valley,KY,Oldham County,502,38.31,-85.48,2953
40057,STANDARD,Pleasureville,KY,Henry County,502,38.35,-85.11,2725
40059,STANDARD,Prospect,KY,Jefferson County,,38.34,-85.6,14862
40060,STANDARD,Raywick,KY,Marion County,270,37.55,-85.43,864
40062,STANDARD,Saint Francis,KY,Marion County,270,37.62,-85.46,0
40065,STANDARD,Shelbyville,KY,Shelby County,502,38.21,-85.23,21637
40067,STANDARD,Simpsonville,KY,Shelby County,502,38.21,-85.35,4036
40068,STANDARD,Smithfield,KY,Henry County,502,38.38,-85.25,1973
40069,STANDARD,Springfield,KY,Washington County,859,37.68,-85.22,6588
40070,STANDARD,Sulphur,KY,Henry County,502,38.48,-85.26,0
40071,STANDARD,Taylorsville,KY,Spencer County,502,38.03,-85.34,11786
40075,STANDARD,Turners Station,KY,Henry County,502,38.55,-85.12,987
40076,STANDARD,Waddy,KY,Shelby County,502,38.13,-85.06,2174
40077,STANDARD,Westport,KY,Oldham County,502,38.48,-85.46,534
40078,STANDARD,Willisburg,KY,Washington County,859,37.81,-85.12,1678
40104,STANDARD,Battletown,KY,Meade County,270,38.06,-86.3,903
40107,STANDARD,Boston,KY,Nelson County,502,37.78,-85.66,1806
40108,STANDARD,Brandenburg,KY,Meade County,270,37.99,-86.18,9395
40109,STANDARD,Brooks,KY,Bullitt County,502,38.06,-85.71,2451
40111,STANDARD,Cloverport,KY,Breckinridge County,270,37.83,-86.62,1104
40115,STANDARD,Custer,KY,Breckinridge County,270,37.73,-86.25,549
40117,STANDARD,Ekron,KY,Meade County,270,37.93,-86.17,2201
40118,STANDARD,Fairdale,KY,Jefferson County,502,38.11,-85.75,7635
40119,STANDARD,Falls Of Rough,KY,Grayson County,270,37.6,-86.55,1468
40121,STANDARD,Fort Knox,KY,Hardin County,502,37.89,-85.96,6397
40122,STANDARD,Fort Knox,KY,Hardin County,,37.89,-85.96,0
40140,STANDARD,Garfield,KY,Breckinridge County,270,37.78,-86.35,590
40142,STANDARD,Guston,KY,Meade County,270,37.88,-86.21,1774
40143,STANDARD,Hardinsburg,KY,Breckinridge County,270,37.77,-86.45,4268
40144,STANDARD,Harned,KY,Breckinridge County,270,37.75,-86.41,1375
40145,STANDARD,Hudson,KY,Breckinridge County,270,37.65,-86.28,587
40146,STANDARD,Irvington,KY,Breckinridge County,270,37.87,-86.28,2690
40150,STANDARD,Lebanon Junction,KY,Bullitt County,502,37.83,-85.72,3545
40152,STANDARD,Mc Daniels,KY,Breckinridge County,270,37.59,-86.4,586
40155,STANDARD,Muldraugh,KY,Meade County,502,37.93,-85.99,664
40157,STANDARD,Payneville,KY,Meade County,270,37.98,-86.31,825
40160,STANDARD,Radcliff,KY,Hardin County,"502,270",37.82,-85.94,17547
40161,STANDARD,Rhodelia,KY,Meade County,,38,-86.41,0
40162,STANDARD,Rineyville,KY,Hardin County,270,37.75,-85.96,4853
40165,STANDARD,Shepherdsville,KY,Bullitt County,502,37.98,-85.71,26863
40170,STANDARD,Stephensport,KY,Breckinridge County,270,37.91,-86.53,0
40171,STANDARD,Union Star,KY,Breckinridge County,270,37.93,-86.45,0
40175,STANDARD,Vine Grove,KY,Meade County,"502,270",37.81,-85.97,10700
40176,STANDARD,Webster,KY,Breckinridge County,270,37.88,-86.33,914
40177,STANDARD,West Point,KY,Hardin County,502,37.98,-85.95,1143
40178,STANDARD,Westview,KY,Breckinridge County,270,37.68,-86.42,0
40202,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,2821
40203,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,10142
40204,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,10668
40205,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,19237
40206,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,14856
40207,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,25912
40208,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,6835
40209,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,475
40210,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,9539
40211,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,15183
40212,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,11586
40213,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,13424
40214,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,35096
40215,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,14970
40216,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,32430
40217,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,9266
40218,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,23129
40219,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,28999
40220,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,27667
40222,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,17818
40223,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,19666
40228,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,14166
40229,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,29263
40241,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,24957
40242,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,9022
40243,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,8686
40245,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,25413
40258,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,21374
40272,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,29272
40291,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,30658
40299,STANDARD,Louisville,KY,Jefferson County,502,38.22,-85.74,33001
40311,STANDARD,Carlisle,KY,Nicholas County,859,38.31,-84.03,5403
40312,STANDARD,Clay City,KY,Powell County,606,37.86,-83.92,4490
40313,STANDARD,Clearfield,KY,Rowan County,606,38.16,-83.43,1692
40316,STANDARD,Denniston,KY,Menifee County,606,37.91,-83.53,0
40322,STANDARD,Frenchburg,KY,Menifee County,606,37.95,-83.62,2297
40324,STANDARD,Georgetown,KY,Scott County,502,38.2,-84.55,32541
40328,STANDARD,Gravel Switch,KY,Marion County,,37.58,-85.05,864
40330,STANDARD,Harrodsburg,KY,Mercer County,859,37.76,-84.84,15164
40334,STANDARD,Hope,KY,Bath County,606,38.01,-83.77,0
40336,STANDARD,Irvine,KY,Estill County,606,37.69,-83.96,9697
40337,STANDARD,Jeffersonville,KY,Montgomery County,859,37.96,-83.82,3916
40342,STANDARD,Lawrenceburg,KY,Anderson County,502,38.03,-84.89,18325
40346,STANDARD,Means,KY,Menifee County,606,37.94,-83.76,590
40347,STANDARD,Midway,KY,Woodford County,"502,859",38.14,-84.68,2539
40350,STANDARD,Moorefield,KY,Nicholas County,"859,606",38.26,-83.93,0
40351,STANDARD,Morehead,KY,Rowan County,606,38.19,-83.44,13422
40353,STANDARD,Mount Sterling,KY,Montgomery County,"606,859",38.06,-83.94,16521
40355,STANDARD,New Liberty,KY,Owen County,502,38.62,-84.89,0
40356,STANDARD,Nicholasville,KY,Jessamine County,859,37.87,-84.58,31017
40358,STANDARD,Olympia,KY,Bath County,,38.09,-83.69,558
40359,STANDARD,Owenton,KY,Owen County,502,38.53,-84.83,5472
40360,STANDARD,Owingsville,KY,Bath County,606,38.13,-83.75,4962
